title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,Nominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,genre
im westen nichts neues (1930),im westen nichts neues,http://www.imdb.com/title/tt0020629/,8.1,40591,8160,1930.0,video.movie,4,2,36,212,185,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama
black hawk down (2001),black hawk down,http://www.imdb.com/title/tt0265086/,7.7,226441,8520,2001.0,video.movie,8,28,100,1102,1079,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Drama
james und der riesenpfirsich (1996),james und der riesenpfirsich,http://www.imdb.com/title/tt0116683/,6.8,38311,4740,1996.0,video.movie,3,3,49,184,70,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
die luftschlacht um england (1969),die luftschlacht um england,http://www.imdb.com/title/tt0064072/,7.0,12808,7920,1969.0,video.movie,1,0,14,86,129,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
flags of our fathers (2006),flags of our fathers,http://www.imdb.com/title/tt0418689/,7.1,84617,7920,2006.0,video.movie,15,15,67,517,406,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama
mai '43 - die zerstörung der talsperren (1955),mai die zerst rung der talsperren,http://www.imdb.com/title/tt0046889/,7.4,6273,7440,1955.0,video.movie,0,3,14,44,86,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama
die neunte kompanie (2005),die neunte kompanie,http://www.imdb.com/title/tt0417397/,7.2,13766,8340,2005.0,video.movie,8,12,11,7,63,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
into the white (2012),into the white,http://www.imdb.com/title/tt1876277/,7.1,10324,6000,2012.0,video.movie,0,0,2,115,26,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
die letzte fahrt der bismarck (1960),die letzte fahrt der bismarck,http://www.imdb.com/title/tt0054310/,7.2,4332,5820,1960.0,video.movie,0,0,14,11,53,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
waterloo (1970),waterloo,http://www.imdb.com/title/tt0066549/,7.3,4760,8040,1970.0,video.movie,1,2,15,15,73,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
aladdin (1992),aladdin,http://www.imdb.com/title/tt0103639/,8.0,176939,5400,1992.0,video.movie,24,15,34,337,212,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
alice im wunderland (2010),alice im wunderland,http://www.imdb.com/title/tt1014759/,6.5,228380,6480,2010.0,video.movie,20,43,322,9688,703,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
side by side (2012),side by side,http://www.imdb.com/title/tt2014338/,7.7,7811,5940,2012.0,video.movie,0,0,14,223,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
indiana jones und der tempel des todes (1984),indiana jones und der tempel des todes,http://www.imdb.com/title/tt0087469/,7.6,229232,7080,1984.0,video.movie,4,19,62,296,479,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
indiana jones und das königreich des kristallschädels (2008),indiana jones und das k nigreich des kristallsch dels,http://www.imdb.com/title/tt0367882/,6.3,254765,7320,2008.0,video.movie,6,25,110,1395,2019,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
captain america: the first avenger (2011),captain america the first avenger,http://www.imdb.com/title/tt0458339/,6.8,280412,7440,2011.0,video.movie,2,19,138,11496,591,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
lone ranger (2013),lone ranger,http://www.imdb.com/title/tt1210819/,6.6,117298,8940,2013.0,video.movie,2,12,109,4205,603,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Action
die geheimnisse der spiderwicks (2008),die geheimnisse der spiderwicks,http://www.imdb.com/title/tt0416236/,6.6,53555,5760,2008.0,video.movie,2,7,51,327,116,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
hero (2002),hero,http://www.imdb.com/title/tt0299977/,8.0,128177,5940,2002.0,video.movie,28,20,48,172,827,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
ironclad (2011),ironclad,http://www.imdb.com/title/tt1233301/,6.2,27085,7260,2011.0,video.movie,0,0,18,288,88,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
die verborgene festung (1958),die verborgene festung,http://www.imdb.com/title/tt0051808/,8.0,19034,8340,1958.0,video.movie,4,1,21,82,84,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
valhalla rising (2009),valhalla rising,http://www.imdb.com/title/tt0862467/,5.9,31451,5580,2009.0,video.movie,4,9,6,606,241,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
james bond 007 - goldfinger (1964),james bond goldfinger,http://www.imdb.com/title/tt0058150/,7.8,110130,6600,1964.0,video.movie,4,4,137,531,375,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
hook (1991),hook,http://www.imdb.com/title/tt0102057/,6.6,138165,8640,1991.0,video.movie,5,10,12,586,327,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
aladdin (video game 1993),aladdin video game,http://www.imdb.com/title/tt0204797/,7.2,78,,1993.0,game,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
der dunkle kristall (1982),der dunkle kristall,http://www.imdb.com/title/tt0083791/,7.2,32666,5580,1982.0,video.movie,2,4,58,274,191,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
pi - der film (1998),pi der film,http://www.imdb.com/title/tt0138704/,7.5,116612,5040,1998.0,video.movie,9,7,40,378,570,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,SciFi
war games - kriegsspiele (1983),war games kriegsspiele,http://www.imdb.com/title/tt0086567/,7.1,58609,6840,1983.0,video.movie,4,11,36,308,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,SciFi
fahrenheit 451 (1966),fahrenheit,http://www.imdb.com/title/tt0060390/,7.2,26708,6720,1966.0,video.movie,0,2,28,145,156,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
primer (2004),primer,http://www.imdb.com/title/tt0390384/,7.0,47853,4620,2004.0,video.movie,2,7,24,288,319,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
flatliners - heute ist ein schöner tag zum sterben (1990),flatliners heute ist ein sch ner tag zum sterben,http://www.imdb.com/title/tt0099582/,6.5,51825,6900,1990.0,video.movie,0,2,38,149,136,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Drama
i am legend (2007),i am legend,http://www.imdb.com/title/tt0480249/,7.2,375606,6060,2007.0,video.movie,9,18,37,2958,1377,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
the boys from brazil (1978),the boys from brazil,http://www.imdb.com/title/tt0077269/,7.0,17035,6000,1978.0,video.movie,1,7,15,40,108,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
melancholia (2011),melancholia,http://www.imdb.com/title/tt1527186/,7.1,94094,8160,2011.0,video.movie,31,47,43,1985,502,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Drama
die reise ins labyrinth (1986),die reise ins labyrinth,http://www.imdb.com/title/tt0091369/,7.4,71115,6060,1986.0,video.movie,0,3,74,344,434,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
die tribute von panem - catching fire (2013),die tribute von panem catching fire,http://www.imdb.com/title/tt1951264/,7.9,260431,8760,2013.0,video.movie,6,34,298,7537,557,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Adventure
monsters (2010),monsters,http://www.imdb.com/title/tt1470827/,6.4,58943,5640,2010.0,video.movie,9,9,26,1621,408,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
unternehmen capricorn (1977),unternehmen capricorn,http://www.imdb.com/title/tt0077294/,6.8,13364,7380,1977.0,video.movie,0,0,23,49,141,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
hercules (1997),hercules,http://www.imdb.com/title/tt0119282/,7.2,87393,5580,1997.0,video.movie,8,9,67,26,142,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
csi - den tätern auf der spur,csi den t tern auf der spur strip maul tv episode,http://www.imdb.com/title/tt2461314/,8.0,148,3600,2012.0,video.episode,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Crime
der würgeengel (1962),der w rgeengel,http://www.imdb.com/title/tt0056732/,8.1,15249,5700,1962.0,video.movie,2,1,11,51,67,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
waking life (2001),waking life,http://www.imdb.com/title/tt0243017/,7.8,37236,6000,2001.0,video.movie,5,14,22,145,492,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
der seltsame fall des benjamin button (2008),der seltsame fall des benjamin button,http://www.imdb.com/title/tt0421715/,7.8,337671,9960,2008.0,video.movie,42,81,115,2652,792,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
50 films to see before you die (tv movie 2006),films to see before you die tv movie,http://www.imdb.com/title/tt0795328/,4.9,150,11700,2006.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
malcolm x (1992),malcolm x,http://www.imdb.com/title/tt0104797/,7.7,50885,12120,1992.0,video.movie,19,8,38,309,125,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
kaspar hauser - jeder für sich und gott gegen alle (1974),kaspar hauser jeder f r sich und gott gegen alle,http://www.imdb.com/title/tt0071691/,7.9,9967,6600,1974.0,video.movie,6,2,11,20,57,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
the legend of bhagat singh (2002),the legend of bhagat singh,http://www.imdb.com/title/tt0319736/,8.0,4645,9300,2002.0,video.movie,10,3,0,0,27,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
the thing (2011),the thing,http://www.imdb.com/title/tt0905372/,6.3,73267,6180,2011.0,video.movie,0,0,40,810,456,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Horror
cube (1997),cube,http://www.imdb.com/title/tt0123755/,7.4,120317,5400,1997.0,video.movie,13,7,27,379,659,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Mystery
faculty - trau keinem lehrer (1998),faculty trau keinem lehrer,http://www.imdb.com/title/tt0133751/,6.4,77408,6240,1998.0,video.movie,0,0,30,134,489,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Horror
body snatchers - angriff der körperfresser (1993),body snatchers angriff der k rperfresser,http://www.imdb.com/title/tt0106452/,5.9,11523,5220,1993.0,video.movie,0,0,13,119,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Horror
horror express (1972),horror express,http://www.imdb.com/title/tt0068713/,6.6,4678,5040,1972.0,video.movie,1,0,23,54,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Horror
cube²: hypercube (2002),cube hypercube,http://www.imdb.com/title/tt0285492/,5.6,39217,5700,2002.0,video.movie,1,1,4,24,206,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Horror
die körperfresser kommen (1978),die k rperfresser kommen,http://www.imdb.com/title/tt0077745/,7.4,27955,6900,1978.0,video.movie,3,8,28,511,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Horror
doctor who: the adventure games - blood of the cybermen (video game 2010),doctor who the adventure games blood of the cybermen video game,http://www.imdb.com/title/tt1683871/,8.2,30,,2010.0,game,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure
bigfoot und die hendersons (1987),bigfoot und die hendersons,http://www.imdb.com/title/tt0093148/,5.8,19047,6600,1987.0,video.movie,1,7,21,60,30,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
chaotische weihnachten (1988),chaotische weihnachten,http://www.imdb.com/title/tt0095107/,5.4,6231,5700,1988.0,video.movie,0,0,7,21,42,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die muppets (2011),die muppets,http://www.imdb.com/title/tt1204342/,7.2,61829,6180,2011.0,video.movie,9,22,94,2498,240,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Comedy
ein zwilling kommt selten allein (1998),ein zwilling kommt selten allein,http://www.imdb.com/title/tt0120783/,6.3,58196,7620,1998.0,video.movie,1,4,58,286,239,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die kleinen superstrolche (1994),die kleinen superstrolche,http://www.imdb.com/title/tt0110366/,6.2,25736,4920,1994.0,video.movie,2,0,65,62,42,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
im dutzend billiger (2003),im dutzend billiger,http://www.imdb.com/title/tt0349205/,5.8,58081,5880,2003.0,video.movie,2,7,69,241,283,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
dr. dolittle (1998),dr dolittle,http://www.imdb.com/title/tt0118998/,5.3,58282,5100,1998.0,video.movie,4,8,55,142,99,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
good burger (1997),good burger,http://www.imdb.com/title/tt0119215/,5.6,17033,6180,1997.0,video.movie,0,0,10,41,76,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
der kindergarten daddy (2003),der kindergarten daddy,http://www.imdb.com/title/tt0317303/,5.5,38156,5520,2003.0,video.movie,1,6,64,122,113,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
bean: der ultimative katastrophenfilm (1997),bean der ultimative katastrophenfilm,http://www.imdb.com/title/tt0118689/,6.2,60123,5100,1997.0,video.movie,2,0,36,160,146,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
vater der braut (1991),vater der braut,http://www.imdb.com/title/tt0101862/,6.4,45564,6300,1991.0,video.movie,1,3,35,139,83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
dvd-r hell,dvd r hell the secret diary of desmond pfeiffer tv episode,http://www.imdb.com/title/tt3175310/,,,,2012.0,video.episode,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
conan,conan a renaissance most foul tv episode,http://www.imdb.com/title/tt1822464/,7.7,12,3600,2011.0,video.episode,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Comedy
words with warwick,words with warwick kathleen kennedy tv episode,http://www.imdb.com/title/tt3265732/,,,180,2013.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TalkShow
inside man (2006),inside man,http://www.imdb.com/title/tt0454848/,7.7,217824,7740,2006.0,video.movie,5,8,55,456,627,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
sleepers (1996),sleepers,http://www.imdb.com/title/tt0117665/,7.5,127907,8820,1996.0,video.movie,1,4,45,100,240,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
lord of war - händler des todes (2005),lord of war h ndler des todes,http://www.imdb.com/title/tt0399295/,7.6,205448,7320,2005.0,video.movie,1,1,35,294,423,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
the man who shot chinatown - der kameramann john a. alonzo (2007),the man who shot chinatown der kameramann john a alonzo,http://www.imdb.com/title/tt0991163/,6.2,73,4680,2007.0,video.movie,0,0,0,0,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
la vie en rose (2007),la vie en rose,http://www.imdb.com/title/tt0450188/,7.7,49075,8400,2007.0,video.movie,36,37,31,531,213,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
nowhere boy (2009),nowhere boy,http://www.imdb.com/title/tt1266029/,7.2,22549,5880,2009.0,video.movie,5,18,13,997,71,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
control (2007),control,http://www.imdb.com/title/tt0421082/,7.8,42024,7320,2007.0,video.movie,27,24,12,9,138,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
the doors (1991),the doors,http://www.imdb.com/title/tt0101761/,7.2,56853,8400,1991.0,video.movie,0,0,38,6,194,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
der solist (2009),der solist,http://www.imdb.com/title/tt0821642/,6.7,37262,7020,2009.0,video.movie,1,3,77,572,131,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
ray (2004),ray,http://www.imdb.com/title/tt0350258/,7.8,86302,9120,2004.0,video.movie,44,40,49,1123,417,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
sid & nancy (1986),sid nancy,http://www.imdb.com/title/tt0091954/,7.1,18891,6720,1986.0,video.movie,5,0,22,117,115,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
hilary und jackie (1998),hilary und jackie,http://www.imdb.com/title/tt0150915/,7.3,7795,7260,1998.0,video.movie,4,20,22,44,107,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
la bamba (1987),la bamba,http://www.imdb.com/title/tt0093378/,6.8,17404,6480,1987.0,video.movie,1,3,34,33,55,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
the runaways (2010),the runaways,http://www.imdb.com/title/tt1017451/,6.6,32087,6360,2010.0,video.movie,0,0,100,3336,118,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
nashville lady (1980),nashville lady,http://www.imdb.com/title/tt0080549/,7.5,10497,7500,1980.0,video.movie,8,13,14,98,75,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
bird (1988),bird,http://www.imdb.com/title/tt0094747/,7.2,7404,9660,1988.0,video.movie,10,6,14,97,36,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
i love the 80's 3-d,i love the s d tv episode,http://www.imdb.com/title/tt2351300/,,,,1984.0,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die welt in 10 millionen jahren (1977),die welt in millionen jahren,http://www.imdb.com/title/tt0076929/,6.5,5832,4800,1977.0,video.movie,0,0,19,40,93,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
final fantasy - die mächte in dir (2001),final fantasy die m chte in dir,http://www.imdb.com/title/tt0173840/,6.5,64066,6360,2001.0,video.movie,1,5,68,63,783,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
interstella 5555: the 5tory of the 5ecret 5tar 5ystem (2003),interstella the tory of the ecret tar ystem,http://www.imdb.com/title/tt0368667/,7.9,9038,4080,2003.0,video.movie,0,0,0,0,45,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
avatar - aufbruch nach pandora (2009),avatar aufbruch nach pandora,http://www.imdb.com/title/tt0499549/,8.0,658097,9720,2009.0,video.movie,58,74,240,14460,2991,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
wonderful days (2003),wonderful days,http://www.imdb.com/title/tt0353014/,6.8,6987,5160,2003.0,video.movie,1,1,8,0,63,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
der gigant aus dem all (1999),der gigant aus dem all,http://www.imdb.com/title/tt0129167/,7.9,95942,5160,1999.0,video.movie,19,14,66,438,479,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
wall street (1987),wall street,http://www.imdb.com/title/tt0094291/,7.4,98950,7560,1987.0,video.movie,9,3,53,45,204,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
this is england (2006),this is england,http://www.imdb.com/title/tt0480025/,7.7,81928,6060,2006.0,video.movie,12,13,11,320,175,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
die letzte vorstellung (1971),die letzte vorstellung,http://www.imdb.com/title/tt0067328/,8.1,26091,7080,1971.0,video.movie,18,16,26,366,156,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
tropic thunder (2008),tropic thunder,http://www.imdb.com/title/tt0942385/,7.0,239023,6420,2008.0,video.movie,12,18,152,3012,548,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
terminator 3 - rebellion der maschinen (2003),terminator rebellion der maschinen,http://www.imdb.com/title/tt0181852/,6.4,226538,6540,2003.0,video.movie,2,17,137,630,1641,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
running man (1987),running man,http://www.imdb.com/title/tt0093894/,6.6,87509,6060,1987.0,video.movie,1,4,24,305,194,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
the 6th day (2000),the th day,http://www.imdb.com/title/tt0216216/,5.9,84064,7380,2000.0,video.movie,0,0,37,80,277,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
x-men 2 (2003),x men,http://www.imdb.com/title/tt0290334/,7.5,283346,7980,2003.0,video.movie,5,32,182,1271,1018,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
riddick - planet der finsternis (2000),riddick planet der finsternis,http://www.imdb.com/title/tt0134847/,7.1,158717,6540,2000.0,video.movie,2,4,62,1129,793,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
déjà vu - wettlauf gegen die zeit (2006),d j vu wettlauf gegen die zeit,http://www.imdb.com/title/tt0453467/,7.0,190054,7560,2006.0,video.movie,1,5,59,242,390,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
die insel (2005),die insel,http://www.imdb.com/title/tt0399201/,6.9,217957,8160,2005.0,video.movie,1,3,70,344,870,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
der unglaubliche hulk (2008),der unglaubliche hulk,http://www.imdb.com/title/tt0800080/,6.9,237987,6720,2008.0,video.movie,1,4,92,3070,595,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
